id,name,state,district,type,totalParcels,acquiredParcels,compensationPaid,legalCases,approvalDays,complexity,latitude,longitude,landowners,compensationBudgetCr,approvalsPending,clearanceStatus,expectedCompletion,agency,pendingParcels,progress,syntheticDelayDays,syntheticDelayedOver90Days,source
SYN-001488,Synthetic acquisition 1488,Synthetic region,Synthetic district,Highway,855,655,89.81,6,143,1,0.0,0.0,1141,195.07,0,,,,,,80,0,"Synthetic — simulated, not government data"
SYN-001489,Synthetic acquisition 1489,Synthetic region,Synthetic district,Industrial,1463,1214,96.39,1,146,4,0.0,0.0,1846,1201.65,4,,,,,,62,0,"Synthetic — simulated, not government data"
SYN-001490,Synthetic acquisition 1490,Synthetic region,Synthetic district,Highway,2145,1067,70.45,6,156,2,0.0,0.0,5446,1265.6,4,,,,,,74,0,"Synthetic — simulated, not government data"
SYN-001491,Synthetic acquisition 1491,Synthetic region,Synthetic district,Power,368,124,46.88,14,15,2,0.0,0.0,,97.81,1,,,,,,132,1,"Synthetic — simulated, not government data"
SYN-001492,Synthetic acquisition 1492,Synthetic region,Synthetic district,Irrigation,3335,1801,49.66,11,38,4,0.0,0.0,6551,2251.46,6,,,,,,98,1,"Synthetic — simulated, not government data"
SYN-001493,Synthetic acquisition 1493,Synthetic region,Synthetic district,Railway,1947,1502,100.0,3,100,1,0.0,0.0,5364,551.43,,,,,,,62,0,"Synthetic — simulated, not government data"
SYN-001494,Synthetic acquisition 1494,Synthetic region,Synthetic district,Road infrastructure,1670,840,40.73,11,166,1,0.0,0.0,2700,234.87,4,,,,,,117,1,"Synthetic — simulated, not government data"
SYN-001495,Synthetic acquisition 1495,Synthetic region,Synthetic district,Irrigation,4839,3106,59.82,6,175,2,0.0,0.0,9753,1473.55,7,,,,,,117,1,"Synthetic — simulated, not government data"
SYN-001496,Synthetic acquisition 1496,Synthetic region,Synthetic district,Power,3674,3215,70.43,5,45,2,0.0,0.0,9549,1057.24,2,,,,,,41,0,"Synthetic — simulated, not government data"
SYN-001497,Synthetic acquisition 1497,Synthetic region,Synthetic district,Highway,520,487,100.0,2,137,3,0.0,0.0,1262,336.22,2,,,,,,66,0,"Synthetic — simulated, not government data"
SYN-001498,Synthetic acquisition 1498,Synthetic region,Synthetic district,Irrigation,628,240,30.75,9,52,1,0.0,0.0,1089,163.73,5,,,,,,99,1,"Synthetic — simulated, not government data"
SYN-001499,Synthetic acquisition 1499,Synthetic region,Synthetic district,Power,1195,885,90.59,8,100,1,0.0,0.0,1327,,,,,,,,78,0,"Synthetic — simulated, not government data"
SYN-001500,Synthetic acquisition 1500,Synthetic region,Synthetic district,Railway,4328,2794,50.77,11,121,5,0.0,0.0,9986,2289.65,,,,,,,111,1,"Synthetic — simulated, not government data"
SYN-001501,Synthetic acquisition 1501,Synthetic region,Synthetic district,Irrigation,2638,303,47.11,13,121,4,0.0,0.0,3209,282.93,7,,,,,,146,1,"Synthetic — simulated, not government data"
SYN-001502,Synthetic acquisition 1502,Synthetic region,Synthetic district,Railway,707,345,38.15,12,29,2,0.0,0.0,1665,492.69,2,,,,,,68,0,"Synthetic — simulated, not government data"
SYN-001503,Synthetic acquisition 1503,Synthetic region,Synthetic district,Industrial,3691,1559,26.09,12,136,4,0.0,0.0,8158,2830.86,1,,,,,,105,1,"Synthetic — simulated, not government data"
SYN-001504,Synthetic acquisition 1504,Synthetic region,Synthetic district,Railway,2998,2566,42.62,2,121,3,0.0,0.0,5652,478.86,3,,,,,,98,1,"Synthetic — simulated, not government data"
SYN-001505,Synthetic acquisition 1505,Synthetic region,Synthetic district,Railway,2603,594,7.81,11,77,3,0.0,0.0,7211,1489.17,2,,,,,,148,1,"Synthetic — simulated, not government data"
SYN-001506,Synthetic acquisition 1506,Synthetic region,Synthetic district,Irrigation,3190,1833,65.37,12,133,4,0.0,0.0,6822,1466.97,5,,,,,,123,1,"Synthetic — simulated, not government data"
SYN-001507,Synthetic acquisition 1507,Synthetic region,Synthetic district,Road infrastructure,1123,936,89.82,3,49,5,0.0,0.0,2765,,3,,,,,,45,0,"Synthetic — simulated, not government data"
SYN-001508,Synthetic acquisition 1508,Synthetic region,Synthetic district,Industrial,4713,2727,20.88,6,125,3,0.0,0.0,8888,1193.64,0,,,,,,108,1,"Synthetic — simulated, not government data"
SYN-001509,Synthetic acquisition 1509,Synthetic region,Synthetic district,Irrigation,882,349,70.54,11,77,3,0.0,0.0,2415,,4,,,,,,118,1,"Synthetic — simulated, not government data"
SYN-001510,Synthetic acquisition 1510,Synthetic region,Synthetic district,Irrigation,3217,2557,99.3,4,152,3,0.0,0.0,4668,1496.01,8,,,,,,119,1,"Synthetic — simulated, not government data"
SYN-001511,Synthetic acquisition 1511,Synthetic region,Synthetic district,Highway,1731,1258,48.89,9,74,2,0.0,0.0,4745,390.25,8,,,,,,99,1,"Synthetic — simulated, not government data"
SYN-001512,Synthetic acquisition 1512,Synthetic region,Synthetic district,Road infrastructure,4234,643,6.27,8,129,5,0.0,0.0,8098,1167.63,1,,,,,,136,1,"Synthetic — simulated, not government data"
SYN-001513,Synthetic acquisition 1513,Synthetic region,Synthetic district,Road infrastructure,905,95,33.6,14,106,4,0.0,0.0,,,3,,,,,,134,1,"Synthetic — simulated, not government data"
SYN-001514,Synthetic acquisition 1514,Synthetic region,Synthetic district,Highway,4981,1811,48.68,11,32,5,0.0,0.0,,441.56,5,,,,,,82,0,"Synthetic — simulated, not government data"
SYN-001515,Synthetic acquisition 1515,Synthetic region,Synthetic district,Irrigation,4198,3385,56.85,6,42,1,0.0,0.0,10679,3719.55,7,,,,,,68,0,"Synthetic — simulated, not government data"
SYN-001516,Synthetic acquisition 1516,Synthetic region,Synthetic district,Road infrastructure,1608,599,41.88,14,37,1,0.0,0.0,3764,1158.45,,,,,,,110,1,"Synthetic — simulated, not government data"
SYN-001517,Synthetic acquisition 1517,Synthetic region,Synthetic district,Railway,1394,1156,100.0,2,91,5,0.0,0.0,1759,894.96,5,,,,,,61,0,"Synthetic — simulated, not government data"
SYN-001518,Synthetic acquisition 1518,Synthetic region,Synthetic district,Industrial,2004,1594,96.29,3,99,5,0.0,0.0,2982,404.21,6,,,,,,83,0,"Synthetic — simulated, not government data"
SYN-001519,Synthetic acquisition 1519,Synthetic region,Synthetic district,Irrigation,834,763,80.12,6,81,5,0.0,0.0,835,139.49,2,,,,,,80,0,"Synthetic — simulated, not government data"
SYN-001520,Synthetic acquisition 1520,Synthetic region,Synthetic district,Irrigation,2621,1545,59.69,9,45,5,0.0,0.0,5523,2308.94,4,,,,,,114,1,"Synthetic — simulated, not government data"
SYN-001521,Synthetic acquisition 1521,Synthetic region,Synthetic district,Road infrastructure,2559,818,65.61,15,28,5,0.0,0.0,6991,,6,,,,,,78,0,"Synthetic — simulated, not government data"
SYN-001522,Synthetic acquisition 1522,Synthetic region,Synthetic district,Road infrastructure,583,255,35.96,9,104,5,0.0,0.0,1490,286.51,2,,,,,,94,1,"Synthetic — simulated, not government data"
SYN-001523,Synthetic acquisition 1523,Synthetic region,Synthetic district,Industrial,1042,61,32.47,16,84,3,0.0,0.0,2672,600.06,3,,,,,,193,1,"Synthetic — simulated, not government data"
SYN-001524,Synthetic acquisition 1524,Synthetic region,Synthetic district,Road infrastructure,2142,1406,56.06,4,177,4,0.0,0.0,5123,1656.15,3,,,,,,100,1,"Synthetic — simulated, not government data"
SYN-001525,Synthetic acquisition 1525,Synthetic region,Synthetic district,Highway,2293,1374,49.14,9,8,4,0.0,0.0,5602,424.82,3,,,,,,53,0,"Synthetic — simulated, not government data"
SYN-001526,Synthetic acquisition 1526,Synthetic region,Synthetic district,Industrial,2299,470,34.96,14,30,3,0.0,0.0,,1358.1,3,,,,,,106,1,"Synthetic — simulated, not government data"
SYN-001527,Synthetic acquisition 1527,Synthetic region,Synthetic district,Industrial,978,637,37.53,8,170,5,0.0,0.0,2583,228.1,8,,,,,,118,1,"Synthetic — simulated, not government data"
SYN-001528,Synthetic acquisition 1528,Synthetic region,Synthetic district,Industrial,631,263,21.6,14,151,3,0.0,0.0,1425,513.12,2,,,,,,159,1,"Synthetic — simulated, not government data"
SYN-001529,Synthetic acquisition 1529,Synthetic region,Synthetic district,Railway,4332,1883,41.92,12,42,1,0.0,0.0,7873,3408.24,5,,,,,,122,1,"Synthetic — simulated, not government data"
SYN-001530,Synthetic acquisition 1530,Synthetic region,Synthetic district,Railway,935,798,84.41,3,101,2,0.0,0.0,1749,345.28,,,,,,,61,0,"Synthetic — simulated, not government data"
SYN-001531,Synthetic acquisition 1531,Synthetic region,Synthetic district,Industrial,399,117,55.45,11,145,4,0.0,0.0,1111,318.23,6,,,,,,146,1,"Synthetic — simulated, not government data"
SYN-001532,Synthetic acquisition 1532,Synthetic region,Synthetic district,Industrial,3168,2146,64.23,7,6,1,0.0,0.0,5733,2346.99,3,,,,,,34,0,"Synthetic — simulated, not government data"
SYN-001533,Synthetic acquisition 1533,Synthetic region,Synthetic district,Power,3949,1896,57.22,7,129,1,0.0,0.0,4425,2701.65,4,,,,,,95,1,"Synthetic — simulated, not government data"
SYN-001534,Synthetic acquisition 1534,Synthetic region,Synthetic district,Highway,3148,1868,36.09,8,5,3,0.0,0.0,6821,2728.62,,,,,,,90,0,"Synthetic — simulated, not government data"
SYN-001535,Synthetic acquisition 1535,Synthetic region,Synthetic district,Power,1890,136,31.76,13,156,2,0.0,0.0,4498,1349.35,7,,,,,,143,1,"Synthetic — simulated, not government data"
SYN-001536,Synthetic acquisition 1536,Synthetic region,Synthetic district,Industrial,2430,579,43.17,16,71,2,0.0,0.0,,2109.84,3,,,,,,119,1,"Synthetic — simulated, not government data"
SYN-001537,Synthetic acquisition 1537,Synthetic region,Synthetic district,Highway,768,456,67.37,10,121,2,0.0,0.0,,,3,,,,,,79,0,"Synthetic — simulated, not government data"
SYN-001538,Synthetic acquisition 1538,Synthetic region,Synthetic district,Railway,2660,156,16.12,22,176,5,0.0,0.0,5670,543.32,6,,,,,,209,1,"Synthetic — simulated, not government data"
SYN-001539,Synthetic acquisition 1539,Synthetic region,Synthetic district,Road infrastructure,4949,3086,48.62,7,179,1,0.0,0.0,9739,2703.12,7,,,,,,139,1,"Synthetic — simulated, not government data"
SYN-001540,Synthetic acquisition 1540,Synthetic region,Synthetic district,Industrial,2583,410,15.37,15,154,2,0.0,0.0,,500.83,,,,,,,164,1,"Synthetic — simulated, not government data"
SYN-001541,Synthetic acquisition 1541,Synthetic region,Synthetic district,Industrial,1993,1548,50.95,6,64,1,0.0,0.0,3505,1397.52,,,,,,,90,0,"Synthetic — simulated, not government data"
SYN-001542,Synthetic acquisition 1542,Synthetic region,Synthetic district,Railway,170,80,66.31,11,112,2,0.0,0.0,431,75.47,0,,,,,,97,1,"Synthetic — simulated, not government data"
SYN-001543,Synthetic acquisition 1543,Synthetic region,Synthetic district,Highway,4117,1693,65.64,2,62,5,0.0,0.0,6426,715.01,4,,,,,,107,1,"Synthetic — simulated, not government data"
SYN-001544,Synthetic acquisition 1544,Synthetic region,Synthetic district,Industrial,3858,935,39.48,14,172,3,0.0,0.0,9349,876.74,1,,,,,,182,1,"Synthetic — simulated, not government data"
SYN-001545,Synthetic acquisition 1545,Synthetic region,Synthetic district,Power,1972,690,55.34,16,57,4,0.0,0.0,5171,742.49,1,,,,,,104,1,"Synthetic — simulated, not government data"
SYN-001546,Synthetic acquisition 1546,Synthetic region,Synthetic district,Power,3020,1563,27.43,7,95,4,0.0,0.0,,1173.78,8,,,,,,145,1,"Synthetic — simulated, not government data"
SYN-001547,Synthetic acquisition 1547,Synthetic region,Synthetic district,Irrigation,4443,706,21.2,14,56,5,0.0,0.0,4454,3756.79,,,,,,,185,1,"Synthetic — simulated, not government data"
SYN-001548,Synthetic acquisition 1548,Synthetic region,Synthetic district,Irrigation,326,63,53.5,17,92,5,0.0,0.0,855,241.46,1,,,,,,156,1,"Synthetic — simulated, not government data"
SYN-001549,Synthetic acquisition 1549,Synthetic region,Synthetic district,Road infrastructure,139,27,0.0,13,47,2,0.0,0.0,139,117.71,2,,,,,,82,0,"Synthetic — simulated, not government data"
SYN-001550,Synthetic acquisition 1550,Synthetic region,Synthetic district,Railway,3261,1070,65.92,10,41,2,0.0,0.0,6552,1687.72,,,,,,,78,0,"Synthetic — simulated, not government data"
SYN-001551,Synthetic acquisition 1551,Synthetic region,Synthetic district,Power,3868,2523,100.0,6,107,4,0.0,0.0,10691,1529.93,4,,,,,,77,0,"Synthetic — simulated, not government data"
SYN-001552,Synthetic acquisition 1552,Synthetic region,Synthetic district,Highway,598,238,17.83,14,166,3,0.0,0.0,1594,174.29,,,,,,,169,1,"Synthetic — simulated, not government data"
SYN-001553,Synthetic acquisition 1553,Synthetic region,Synthetic district,Road infrastructure,3075,945,39.62,10,31,4,0.0,0.0,3514,951.55,5,,,,,,105,1,"Synthetic — simulated, not government data"
SYN-001554,Synthetic acquisition 1554,Synthetic region,Synthetic district,Power,2290,776,59.55,10,147,1,0.0,0.0,5766,197.42,3,,,,,,129,1,"Synthetic — simulated, not government data"
SYN-001555,Synthetic acquisition 1555,Synthetic region,Synthetic district,Irrigation,184,38,24.88,18,82,4,0.0,0.0,421,108.52,5,,,,,,138,1,"Synthetic — simulated, not government data"
SYN-001556,Synthetic acquisition 1556,Synthetic region,Synthetic district,Power,2423,1492,90.61,6,62,1,0.0,0.0,4555,,4,,,,,,62,0,"Synthetic — simulated, not government data"
SYN-001557,Synthetic acquisition 1557,Synthetic region,Synthetic district,Industrial,882,531,100.0,9,51,1,0.0,0.0,1800,728.89,4,,,,,,74,0,"Synthetic — simulated, not government data"
SYN-001558,Synthetic acquisition 1558,Synthetic region,Synthetic district,Railway,3185,2496,81.74,4,180,4,0.0,0.0,8674,2715.63,,,,,,,99,1,"Synthetic — simulated, not government data"
SYN-001559,Synthetic acquisition 1559,Synthetic region,Synthetic district,Highway,2617,1942,100.0,6,83,4,0.0,0.0,7176,1092.86,1,,,,,,49,0,"Synthetic — simulated, not government data"
SYN-001560,Synthetic acquisition 1560,Synthetic region,Synthetic district,Industrial,4173,1463,61.89,9,136,1,0.0,0.0,8977,1881.98,1,,,,,,116,1,"Synthetic — simulated, not government data"
SYN-001561,Synthetic acquisition 1561,Synthetic region,Synthetic district,Power,975,782,77.24,7,11,1,0.0,0.0,2192,486.93,,,,,,,65,0,"Synthetic — simulated, not government data"
SYN-001562,Synthetic acquisition 1562,Synthetic region,Synthetic district,Industrial,168,30,32.52,12,147,3,0.0,0.0,445,24.21,2,,,,,,174,1,"Synthetic — simulated, not government data"
SYN-001563,Synthetic acquisition 1563,Synthetic region,Synthetic district,Highway,2443,681,60.33,12,176,5,0.0,0.0,5741,589.82,4,,,,,,153,1,"Synthetic — simulated, not government data"
SYN-001564,Synthetic acquisition 1564,Synthetic region,Synthetic district,Industrial,4599,3273,84.66,9,123,1,0.0,0.0,,1205.12,5,,,,,,101,1,"Synthetic — simulated, not government data"
SYN-001565,Synthetic acquisition 1565,Synthetic region,Synthetic district,Power,4771,1514,80.64,14,130,4,0.0,0.0,8387,3528.42,7,,,,,,133,1,"Synthetic — simulated, not government data"
SYN-001566,Synthetic acquisition 1566,Synthetic region,Synthetic district,Industrial,4974,2010,58.64,10,47,3,0.0,0.0,10878,3932.71,5,,,,,,109,1,"Synthetic — simulated, not government data"
SYN-001567,Synthetic acquisition 1567,Synthetic region,Synthetic district,Road infrastructure,2527,787,47.59,8,77,1,0.0,0.0,4526,2265.3,3,,,,,,87,0,"Synthetic — simulated, not government data"
SYN-001568,Synthetic acquisition 1568,Synthetic region,Synthetic district,Highway,2640,963,56.38,15,169,4,0.0,0.0,4120,1198.57,6,,,,,,148,1,"Synthetic — simulated, not government data"
SYN-001569,Synthetic acquisition 1569,Synthetic region,Synthetic district,Highway,4399,1440,46.5,9,28,5,0.0,0.0,8313,880.86,,,,,,,80,0,"Synthetic — simulated, not government data"
SYN-001570,Synthetic acquisition 1570,Synthetic region,Synthetic district,Road infrastructure,4870,3353,97.72,7,160,5,0.0,0.0,12241,3329.12,1,,,,,,113,1,"Synthetic — simulated, not government data"
SYN-001571,Synthetic acquisition 1571,Synthetic region,Synthetic district,Highway,432,84,46.14,12,26,4,0.0,0.0,499,188.56,7,,,,,,87,0,"Synthetic — simulated, not government data"
SYN-001572,Synthetic acquisition 1572,Synthetic region,Synthetic district,Industrial,4008,1730,53.08,7,91,2,0.0,0.0,6127,956.78,0,,,,,,81,0,"Synthetic — simulated, not government data"
SYN-001573,Synthetic acquisition 1573,Synthetic region,Synthetic district,Road infrastructure,2406,1498,75.79,6,77,1,0.0,0.0,5130,1166.67,2,,,,,,66,0,"Synthetic — simulated, not government data"
SYN-001574,Synthetic acquisition 1574,Synthetic region,Synthetic district,Road infrastructure,4079,1516,40.12,16,52,5,0.0,0.0,5525,3232.46,0,,,,,,133,1,"Synthetic — simulated, not government data"
SYN-001575,Synthetic acquisition 1575,Synthetic region,Synthetic district,Irrigation,1293,748,48.31,10,126,2,0.0,0.0,2376,633.79,4,,,,,,134,1,"Synthetic — simulated, not government data"
SYN-001576,Synthetic acquisition 1576,Synthetic region,Synthetic district,Railway,141,117,73.22,7,138,5,0.0,0.0,143,124.76,3,,,,,,83,0,"Synthetic — simulated, not government data"
SYN-001577,Synthetic acquisition 1577,Synthetic region,Synthetic district,Industrial,4404,1308,4.8,18,151,5,0.0,0.0,5274,2577.39,4,,,,,,170,1,"Synthetic — simulated, not government data"
SYN-001578,Synthetic acquisition 1578,Synthetic region,Synthetic district,Road infrastructure,4103,1286,62.2,16,139,1,0.0,0.0,8819,,5,,,,,,128,1,"Synthetic — simulated, not government data"
SYN-001579,Synthetic acquisition 1579,Synthetic region,Synthetic district,Road infrastructure,4202,609,20.05,18,7,2,0.0,0.0,10775,3240.03,0,,,,,,104,1,"Synthetic — simulated, not government data"
SYN-001580,Synthetic acquisition 1580,Synthetic region,Synthetic district,Highway,1585,1408,99.18,5,5,5,0.0,0.0,,,8,,,,,,64,0,"Synthetic — simulated, not government data"
SYN-001581,Synthetic acquisition 1581,Synthetic region,Synthetic district,Irrigation,1204,381,56.86,17,96,2,0.0,0.0,1696,603.8,8,,,,,,139,1,"Synthetic — simulated, not government data"
SYN-001582,Synthetic acquisition 1582,Synthetic region,Synthetic district,Railway,3582,2423,72.46,3,98,5,0.0,0.0,7122,2234.47,3,,,,,,90,0,"Synthetic — simulated, not government data"
SYN-001583,Synthetic acquisition 1583,Synthetic region,Synthetic district,Railway,1254,552,67.14,7,74,4,0.0,0.0,2174,,8,,,,,,95,1,"Synthetic — simulated, not government data"
SYN-001584,Synthetic acquisition 1584,Synthetic region,Synthetic district,Power,2487,1498,60.7,8,175,5,0.0,0.0,,241.33,7,,,,,,134,1,"Synthetic — simulated, not government data"
SYN-001585,Synthetic acquisition 1585,Synthetic region,Synthetic district,Railway,3439,2798,77.0,9,48,2,0.0,0.0,6583,2546.84,,,,,,,72,0,"Synthetic — simulated, not government data"
SYN-001586,Synthetic acquisition 1586,Synthetic region,Synthetic district,Road infrastructure,2954,1251,100.0,9,179,2,0.0,0.0,7500,2384.27,6,,,,,,123,1,"Synthetic — simulated, not government data"
SYN-001587,Synthetic acquisition 1587,Synthetic region,Synthetic district,Power,3875,605,79.23,14,75,2,0.0,0.0,5091,2271.67,1,,,,,,121,1,"Synthetic — simulated, not government data"
SYN-001588,Synthetic acquisition 1588,Synthetic region,Synthetic district,Power,400,17,0.0,16,88,1,0.0,0.0,792,,5,,,,,,198,1,"Synthetic — simulated, not government data"
SYN-001589,Synthetic acquisition 1589,Synthetic region,Synthetic district,Industrial,707,484,31.17,6,94,5,0.0,0.0,967,318.29,3,,,,,,121,1,"Synthetic — simulated, not government data"
SYN-001590,Synthetic acquisition 1590,Synthetic region,Synthetic district,Railway,4411,3289,50.47,2,127,4,0.0,0.0,6390,619.02,,,,,,,130,1,"Synthetic — simulated, not government data"
SYN-001591,Synthetic acquisition 1591,Synthetic region,Synthetic district,Highway,2198,433,31.42,12,13,3,0.0,0.0,5678,1062.28,,,,,,,112,1,"Synthetic — simulated, not government data"
SYN-001592,Synthetic acquisition 1592,Synthetic region,Synthetic district,Industrial,4754,1781,19.52,16,120,5,0.0,0.0,10746,1618.74,3,,,,,,180,1,"Synthetic — simulated, not government data"
SYN-001593,Synthetic acquisition 1593,Synthetic region,Synthetic district,Road infrastructure,647,297,80.2,11,107,5,0.0,0.0,1790,,5,,,,,,89,0,"Synthetic — simulated, not government data"
SYN-001594,Synthetic acquisition 1594,Synthetic region,Synthetic district,Road infrastructure,3937,875,14.53,15,169,1,0.0,0.0,,,,,,,,,234,1,"Synthetic — simulated, not government data"
SYN-001595,Synthetic acquisition 1595,Synthetic region,Synthetic district,Railway,1809,1369,98.56,6,4,5,0.0,0.0,3476,581.99,5,,,,,,27,0,"Synthetic — simulated, not government data"
SYN-001596,Synthetic acquisition 1596,Synthetic region,Synthetic district,Industrial,3701,804,0.0,7,135,1,0.0,0.0,6940,3285.74,8,,,,,,142,1,"Synthetic — simulated, not government data"
SYN-001597,Synthetic acquisition 1597,Synthetic region,Synthetic district,Irrigation,1551,945,28.41,11,68,3,0.0,0.0,4189,1222.05,,,,,,,111,1,"Synthetic — simulated, not government data"
SYN-001598,Synthetic acquisition 1598,Synthetic region,Synthetic district,Highway,229,103,39.22,9,67,1,0.0,0.0,500,104.04,0,,,,,,88,0,"Synthetic — simulated, not government data"
SYN-001599,Synthetic acquisition 1599,Synthetic region,Synthetic district,Highway,1851,135,11.79,19,94,1,0.0,0.0,,947.71,5,,,,,,177,1,"Synthetic — simulated, not government data"
SYN-001600,Synthetic acquisition 1600,Synthetic region,Synthetic district,Highway,1821,728,5.23,13,110,2,0.0,0.0,2689,1315.32,1,,,,,,147,1,"Synthetic — simulated, not government data"
SYN-001601,Synthetic acquisition 1601,Synthetic region,Synthetic district,Irrigation,3807,1800,39.98,14,93,2,0.0,0.0,8994,1091.41,1,,,,,,133,1,"Synthetic — simulated, not government data"
SYN-001602,Synthetic acquisition 1602,Synthetic region,Synthetic district,Highway,4611,2137,53.3,17,146,3,0.0,0.0,10812,849.22,2,,,,,,120,1,"Synthetic — simulated, not government data"
SYN-001603,Synthetic acquisition 1603,Synthetic region,Synthetic district,Industrial,2806,2420,72.28,7,137,3,0.0,0.0,4581,1092.39,3,,,,,,98,1,"Synthetic — simulated, not government data"
SYN-001604,Synthetic acquisition 1604,Synthetic region,Synthetic district,Irrigation,4552,3461,82.36,4,31,5,0.0,0.0,7310,1770.15,0,,,,,,74,0,"Synthetic — simulated, not government data"
SYN-001605,Synthetic acquisition 1605,Synthetic region,Synthetic district,Power,3017,605,78.34,14,81,1,0.0,0.0,5231,918.84,5,,,,,,154,1,"Synthetic — simulated, not government data"
SYN-001606,Synthetic acquisition 1606,Synthetic region,Synthetic district,Irrigation,4066,2894,80.7,2,77,5,0.0,0.0,7159,,0,,,,,,39,0,"Synthetic — simulated, not government data"
SYN-001607,Synthetic acquisition 1607,Synthetic region,Synthetic district,Road infrastructure,526,443,58.41,4,129,4,0.0,0.0,1366,391.09,,,,,,,109,1,"Synthetic — simulated, not government data"
SYN-001608,Synthetic acquisition 1608,Synthetic region,Synthetic district,Irrigation,4516,1078,77.38,16,136,4,0.0,0.0,6320,2919.24,4,,,,,,127,1,"Synthetic — simulated, not government data"
SYN-001609,Synthetic acquisition 1609,Synthetic region,Synthetic district,Railway,334,40,1.52,14,94,2,0.0,0.0,,137.95,8,,,,,,136,1,"Synthetic — simulated, not government data"
SYN-001610,Synthetic acquisition 1610,Synthetic region,Synthetic district,Highway,4105,1113,57.54,11,100,5,0.0,0.0,10660,420.47,3,,,,,,121,1,"Synthetic — simulated, not government data"
SYN-001611,Synthetic acquisition 1611,Synthetic region,Synthetic district,Irrigation,4926,3277,70.85,4,59,4,0.0,0.0,10632,909.38,8,,,,,,102,1,"Synthetic — simulated, not government data"
SYN-001612,Synthetic acquisition 1612,Synthetic region,Synthetic district,Highway,1078,880,46.18,6,54,2,0.0,0.0,2774,,4,,,,,,63,0,"Synthetic — simulated, not government data"
SYN-001613,Synthetic acquisition 1613,Synthetic region,Synthetic district,Road infrastructure,2429,1998,100.0,2,2,3,0.0,0.0,6576,1180.99,7,,,,,,61,0,"Synthetic — simulated, not government data"
SYN-001614,Synthetic acquisition 1614,Synthetic region,Synthetic district,Highway,4968,2977,31.4,8,111,1,0.0,0.0,10190,,,,,,,,79,0,"Synthetic — simulated, not government data"
SYN-001615,Synthetic acquisition 1615,Synthetic region,Synthetic district,Road infrastructure,594,377,66.76,9,156,4,0.0,0.0,1115,395.51,4,,,,,,128,1,"Synthetic — simulated, not government data"
SYN-001616,Synthetic acquisition 1616,Synthetic region,Synthetic district,Railway,518,441,74.08,3,167,5,0.0,0.0,918,288.36,6,,,,,,89,0,"Synthetic — simulated, not government data"
SYN-001617,Synthetic acquisition 1617,Synthetic region,Synthetic district,Railway,1058,11,28.58,31,124,3,0.0,0.0,,545.71,6,,,,,,180,1,"Synthetic — simulated, not government data"
SYN-001618,Synthetic acquisition 1618,Synthetic region,Synthetic district,Industrial,1518,439,63.86,6,94,4,0.0,0.0,2976,193.87,6,,,,,,143,1,"Synthetic — simulated, not government data"
SYN-001619,Synthetic acquisition 1619,Synthetic region,Synthetic district,Power,2614,2383,98.73,1,131,2,0.0,0.0,6749,336.63,7,,,,,,96,1,"Synthetic — simulated, not government data"
SYN-001620,Synthetic acquisition 1620,Synthetic region,Synthetic district,Road infrastructure,2481,1963,97.77,7,116,3,0.0,0.0,5608,1564.38,7,,,,,,81,0,"Synthetic — simulated, not government data"
SYN-001621,Synthetic acquisition 1621,Synthetic region,Synthetic district,Irrigation,4538,4365,59.12,2,156,3,0.0,0.0,,2931.42,8,,,,,,88,0,"Synthetic — simulated, not government data"
SYN-001622,Synthetic acquisition 1622,Synthetic region,Synthetic district,Railway,3560,1020,27.41,12,50,5,0.0,0.0,,1694.99,8,,,,,,138,1,"Synthetic — simulated, not government data"
SYN-001623,Synthetic acquisition 1623,Synthetic region,Synthetic district,Industrial,3566,249,30.49,18,0,5,0.0,0.0,7203,2384.74,,,,,,,128,1,"Synthetic — simulated, not government data"
SYN-001624,Synthetic acquisition 1624,Synthetic region,Synthetic district,Railway,3685,2759,58.4,8,157,3,0.0,0.0,9050,1090.74,,,,,,,118,1,"Synthetic — simulated, not government data"
SYN-001625,Synthetic acquisition 1625,Synthetic region,Synthetic district,Road infrastructure,1686,1377,22.53,5,117,4,0.0,0.0,4547,1209.29,4,,,,,,115,1,"Synthetic — simulated, not government data"
SYN-001626,Synthetic acquisition 1626,Synthetic region,Synthetic district,Railway,1623,773,32.95,10,94,4,0.0,0.0,2118,1076.24,6,,,,,,158,1,"Synthetic — simulated, not government data"
SYN-001627,Synthetic acquisition 1627,Synthetic region,Synthetic district,Road infrastructure,625,233,14.67,11,8,4,0.0,0.0,1535,495.68,4,,,,,,119,1,"Synthetic — simulated, not government data"
SYN-001628,Synthetic acquisition 1628,Synthetic region,Synthetic district,Industrial,2323,455,28.83,17,147,3,0.0,0.0,3744,1200.25,4,,,,,,158,1,"Synthetic — simulated, not government data"
SYN-001629,Synthetic acquisition 1629,Synthetic region,Synthetic district,Railway,3045,857,37.89,14,56,1,0.0,0.0,3645,2154.77,0,,,,,,102,1,"Synthetic — simulated, not government data"
SYN-001630,Synthetic acquisition 1630,Synthetic region,Synthetic district,Industrial,2215,855,56.53,13,158,1,0.0,0.0,5298,1600.37,7,,,,,,136,1,"Synthetic — simulated, not government data"
SYN-001631,Synthetic acquisition 1631,Synthetic region,Synthetic district,Irrigation,2450,1074,23.57,5,57,3,0.0,0.0,6638,1342.55,0,,,,,,96,1,"Synthetic — simulated, not government data"
